sample	reference	assembly_coverageDepth	reads_total	reads_mapped	fraction_reads_mapped	coverage_rawDepth	base_count	count_circular_contigs	busco_single	busco_duplicates	genes_full	genes_partial	fraction_genes_recovered	run_name	version	timestamp	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genomic features	Complete BUSCO (%)	Partial BUSCO (%)	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Ec_Se_10_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.732263996927292	473815	460829	0.9725926785770818	19.548149682617776	109464067	NA	98	0	5443	256	0.9522138680033417	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:22.856672	778	232	98	74	54	33	5599715	5385159	5102076	4929267	4615273	3884312	392	290046	5493397	5647195	50.41	50.67	104254	101082	38811	35563	18	19	39	42	7	7	746892	3	0	0	3	57 + 14 part	113741	94.594	1.007	0	49.57	4.9	5443 + 256 part	97.97	0	246213	5374368	92052	91632	38811	35563	19	20	41	44
Ec_Se_20_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	11.048992952812936	446398	441904	0.9899327505947607	16.571365214892975	103128312	NA	85.8	12.2	5185	196	0.957814168743325	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:00.320271	1267	589	106	83	60	33	6223284	5881086	4956206	4806540	4451957	3461502	917	253453	6124846	5317846	50.7	50.63	64273	76452	16330	37857	27	21	67	46	4	4	146494	16	0	0	7	360 + 125 part	711175	95.686	1.064	0	677.75	30.11	5185 + 196 part	97.97	0.68	253453	5374698	64273	76452	15349	37268	27	21	68	46
Ec_Se_20_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	10.9950693443537	449316	444260	0.9887473404018553	16.99682165505804	103798774	NA	93.2	5.4	5143	111	0.9695515777818786	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:27.007103	744	485	109	87	64	35	6106952	5915757	5201723	5054661	4686111	3657218	734	249248	6104394	5277316	50.76	50.72	71876	88291	26742	43400	25	20	60	42	9	9	138351	16	0	0	9	348 + 102 part	702272	97.228	1.053	0	556.67	24.87	5143 + 111 part	98.65	0	249248	5367404	71749	87751	26393	43400	25	20	61	42
Ec_Se_20_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	11.19392499641808	452967	448589	0.9903348367541124	16.51403242474113	104639449	NA	92.6	6.1	5152	111	0.9712124008119579	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:06.487456	811	582	103	81	60	39	6336396	6165891	5211697	5064674	4701844	3920047	805	236872	6334343	5277316	50.87	50.72	72987	91544	22428	48528	27	20	63	40	14	11	379453	24	0	0	10	386 + 133 part	872561	97.391	1.063	0	695.46	33.31	5152 + 111 part	98.65	0	236872	5422903	66283	78571	18457	44309	28	21	70	43
Ec_Se_20_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.955604691241158	451339	447004	0.9903952461453586	16.72508748108219	104267624	NA	86.5	8.8	5118	174	0.9792746113989638	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:49.656940	1028	555	135	102	67	31	6234205	5971965	5174878	4949569	4376606	3084588	837	234770	6180840	5256950	50.79	50.75	48530	64947	17938	33643	32	24	80	52	5	4	29830	14	0	0	9	334 + 106 part	738507	97.837	1.058	0	595.44	27.38	5118 + 174 part	95.27	1.35	234770	5404406	48075	64947	15034	30887	32	24	85	53
Ec_Se_20_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	11.281876472813673	489004	484672	0.9911411767592904	16.368040251882878	112971199	NA	87.2	9.5	5588	303	0.9483258209916291	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:02.901637	1618	793	147	107	73	36	6901938	6536913	5208474	4928730	4413816	3133558	1094	172818	6759823	5802748	50.72	50.68	43090	54002	7257	25627	42	32	125	71	6	4	10514	28	0	0	19	367 + 173 part	891658	94.416	1.071	0	763.96	33.44	5588 + 303 part	96.62	1.35	172818	5829409	43090	54002	5721	25627	42	32	131	71
Ec_Se_20_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	11.342963642913194	469927	465328	0.9902133735665327	16.775587550053537	108560212	NA	87.8	9.5	5353	187	0.9256474519632414	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:24.811326	909	628	119	80	58	34	6471321	6260891	5214509	4941314	4601660	3738518	898	230015	6468181	5647195	50.74	50.67	59856	82652	12169	35626	26	20	72	46	19	15	283441	26	0	0	19	403 + 140 part	841491	93.206	1.069	0	779.12	35.36	5353 + 187 part	97.3	0	230015	5587685	59856	82652	11080	35563	26	20	75	47
Ec_Se_20_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	11.14343446045321	465153	461488	0.992120872057151	16.646440920775063	107461399	NA	89.2	8.1	5235	240	0.9439655172413793	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:33.293777	1329	622	110	77	58	34	6455518	6110730	5141642	4918762	4600231	3744734	935	250719	6347569	5516497	50.61	50.53	77813	91344	18068	40952	26	21	66	43	3	3	45592	5	0	0	12	386 + 115 part	811097	95.002	1.056	0	589.63	28.18	5235 + 240 part	97.3	0	250719	5500700	77813	91344	15180	36828	26	21	68	44
Ec_Se_20_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	11.160029462546266	475381	471101	0.9909966952823104	16.66170308214871	109825166	NA	91.9	6.1	5402	294	0.9517126148705096	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:51:33.555071	1524	684	129	93	62	32	6591473	6193110	5141722	4892387	4398748	3293190	1048	198429	6463397	5647195	50.71	50.67	52397	73462	11197	31543	31	25	89	57	9	9	157427	16	0	0	12	393 + 130 part	782870	94.635	1.063	0	656.97	28.5	5402 + 294 part	97.97	0	198429	5642545	51635	72979	10148	31543	32	25	91	58
Ec_Se_30_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	10.540200314438822	447466	446368	0.997546182279771	11.052506975537266	103374573	NA	44.6	49.3	5137	263	0.9611961552153792	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:10.397857	1798	1168	408	166	66	31	9353043	9073420	7110750	5436568	3996199	2688409	1399	222177	9243775	5317846	51.2	50.63	14890	54433	5428	25571	98	31	374	66	26	25	345576	114	0	0	113	412 + 492 part	2850509	95.663	1.257	0	3288.92	153.29	5137 + 263 part	93.92	0.68	222177	6351362	10814	54433	NA	24878	103	31	NA	67
Ec_Se_30_Ec2	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.465200272770256	450473	449081	0.9969099146896706	11.130502394429936	104063597	NA	57.4	39.2	5088	156	0.9694952856350527	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:53.915431	1306	1159	412	168	76	31	9349407	9239389	7240518	5540138	4170349	2484892	1295	170635	9346824	5277676	51.23	50.72	17752	47116	5612	28388	101	35	369	69	31	29	279136	109	0	0	111	455 + 497 part	2978316	97.192	1.242	0	3070	147.56	5088 + 156 part	96.62	0	170635	6328948	12235	47116	NA	28232	106	35	NA	69
Ec_Se_30_Ec3	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.717812619055683	454675	453497	0.9974091383955572	11.126985675676362	105034383	NA	40.5	56.8	5125	134	0.9722684414864116	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:22.252731	1200	1073	417	167	71	37	9439608	9344684	7552632	5821740	4417330	3154981	1190	234768	9437373	5277676	51.24	50.72	18681	62585	6076	37777	85	28	331	56	35	31	512102	155	0	0	107	399 + 474 part	2962103	97.311	1.261	0	3361.65	161.3	5125 + 134 part	97.3	0	234768	6442059	13811	57509	NA	31396	95	29	NA	59
Ec_Se_30_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.463556404867349	452560	451765	0.9982433268516882	11.004496994758313	104548961	NA	52.7	42.6	5087	193	0.9770540340488527	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:53.990106	1582	1182	415	177	73	28	9500567	9297615	7336401	5676929	4218168	2613693	1376	275611	9442957	5256950	51.28	50.75	15517	48405	5519	27974	99	29	367	63	21	19	320408	131	0	0	101	441 + 495 part	2987762	97.695	1.257	0	3272.24	150.71	5087 + 193 part	95.27	0.68	275611	6414002	10493	47974	NA	26099	111	29	NA	66
Ec_Se_30_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	10.935902716554684	485757	484487	0.9973855240377391	11.296187622767336	112215571	NA	52	46.6	5506	236	0.9243399871217	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:09.088696	1313	1197	483	213	78	30	9933933	9852707	7898120	5989134	4026772	2333530	1298	152823	9929829	5802748	51.14	50.68	14929	40215	5998	20172	128	43	402	93	37	34	662333	138	0	0	121	380 + 491 part	3153545	93.041	1.255	0	3296.85	159.12	5506 + 236 part	98.65	0	152823	6728659	7757	39831	NA	16568	151	44	NA	97
Ec_Se_30_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.759074590987243	475796	475244	0.99883983892256345	11.054731567889725	109918412	NA	45.9	47.3	5363	309	0.9477025898078529	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:46.055094	1911	1218	461	185	73	29	9943110	9650320	7682724	5760029	4201417	2644858	1438	168651	9812463	5647195	51.19	50.67	13862	47441	5614	24776	112	33	401	75	29	24	232284	136	0	0	140	385 + 498 part	3055707	94.538	1.266	0	3379.43	155.86	5363 + 309 part	93.24	2.03	168651	6716677	7603	47441	NA	21548	127	33	NA	76
Ec_Se_30_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.694600661792531	466345	465647	0.9985032540286698	11.031407266723544	107733297	NA	41.9	49.3	5207	289	0.9475862068965517	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:26.561063	1755	1180	419	170	62	34	9766052	9511455	7543187	5792479	4295045	3314510	1389	235113	9666178	5516497	51.14	50.53	15112	59619	5590	28383	91	25	364	57	22	22	313059	139	0	0	125	390 + 483 part	3019391	95.081	1.267	0	3408.82	160.13	5207 + 289 part	91.22	1.35	235113	6606771	7643	59619	NA	26345	106	25	NA	58
Ec_Se_30_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.687899072711566	476341	475493	0.9982197627330001	11.085967447086858	110043326	NA	49.3	48	5377	313	0.9507101086048454	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:47:57.670619	1889	1274	461	186	73	32	9926362	9662356	7559681	5675920	4081120	2638474	1476	184805	9812473	5647195	51.18	50.67	13821	45095	5329	22067	120	36	423	80	29	26	297246	143	0	0	127	403 + 517 part	3129995	94.584	1.251	0	3188.74	152.34	5377 + 313 part	97.3	0.68	184805	6642721	7634	44283	NA	20804	136	37	NA	81
Ec_Se_40_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	10.551851202037994	444563	443553	0.9977281060277171	10.645345865525977	102698430	NA	36.5	60.8	5029	210	0.9325382698469206	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:48:06.951359	833	791	506	317	92	24	9647261	9624037	8828964	7469138	3967327	1680975	817	99732	9643691	5317846	51.24	50.63	20752	35973	10673	24716	130	48	295	93	42	38	597993	163	0	0	135	155 + 361 part	3116481	94.416	1.3	0	4013.72	194.33	5029 + 210 part	97.3	0	99732	6513963	7829	33077	NA	17746	175	51	NA	104
Ec_Se_40_Ec2	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.398221782708655	450711	449720	0.9978012517999338	10.48651390357274	104117524	NA	35.1	62.2	5005	233	0.9683860232945092	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:18.118605	891	844	508	314	94	26	9928707	9900286	8942557	7559600	4177205	1921357	878	154210	9925139	5277676	51.27	50.72	20621	39254	10373	26161	129	43	303	86	51	46	948446	170	0	0	137	179 + 371 part	3292402	96.953	1.296	0	3946.94	183.61	5005 + 233 part	97.3	0.68	119663	6618466	7693	34193	NA	17154	191	46	NA	102
Ec_Se_40_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	10.556421903638437	456963	456839	0.999728643238074	10.627924660892468	105563881	NA	26.4	66.9	5061	252	0.9804391954235099	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:22.018545	1185	799	489	304	102	27	9932690	9782929	8938730	7582073	4433058	1839983	896	122842	9852631	5277316	51.29	50.72	22019	40754	10725	28682	123	45	286	85	31	25	397222	191	0	0	133	141 + 332 part	3145354	97.727	1.301	0	3935.62	189.63	5061 + 252 part	93.24	2.03	122838	6694885	7676	31936	NA	16071	195	49	NA	108
Ec_Se_40_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.431316998955351	450796	450252	0.9987932457253392	10.507115927337683	104138306	NA	45.9	52	5012	216	0.9674315321983715	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:18.905521	838	792	519	316	109	20	9911217	9884374	9107544	7638179	4466073	1343546	823	114252	9907970	5256950	51.31	50.75	21473	38088	10634	28544	131	51	296	90	48	40	747057	190	0	0	135	117 + 379 part	3281447	96.942	1.3	0	4025.14	188.43	5012 + 216 part	97.97	0	114252	6614317	6901	29799	NA	15933	210	58	NA	116
Ec_Se_40_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	10.858775474320856	486337	485405	0.9980836333653413	10.953172087919286	112351155	NA	43.2	54.7	5396	340	0.9233741146168706	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:34.701237	980	936	582	356	96	14	10257408	10232031	9234593	7624023	3512874	808807	961	73486	10252174	5802748	51.2	50.68	18358	27812	9857	21164	173	73	363	133	46	39	621310	162	0	0	145	139 + 354 part	3309799	92.856	1.288	0	3805.14	181.73	5396 + 340 part	97.97	0	73486	6919934	6614	20630	NA	11421	270	84	NA	178
Ec_Se_40_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.80701830202035	471815	470656	0.9975435287135848	10.903339680319188	108993556	NA	39.2	58.1	5220	305	0.923141186299081	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:22.537436	957	896	570	352	87	13	9996346	9960904	9041437	7496376	3365507	792684	940	82020	9992340	5647195	51.22	50.67	17783	28358	10006	20432	166	67	352	126	58	50	833670	159	0	0	146	146 + 368 part	3211427	92.882	1.293	0	3872.79	180.79	5220 + 305 part	97.3	0	81783	6768186	6653	22821	NA	11682	245	74	NA	159
Ec_Se_40_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.730017114655672	463734	462851	0.9980958911789949	10.822383129634693	107124775	NA	33.1	64.2	5137	221	0.9237931034482758	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:46:32.596966	733	684	460	313	109	28	9898446	9870601	9181467	8099211	4883967	2126648	714	172661	9893318	5516497	51.18	50.53	24707	41104	12553	29666	112	43	253	82	51	37	788405	174	0	0	129	93 + 313 part	3181658	93.909	1.296	0	3958.78	191.72	5137 + 221 part	97.3	0	172661	6697910	8679	34399	NA	15968	175	46	NA	106
Ec_Se_40_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.732024639958475	472745	471679	0.997745084559329	10.82404584045341	109208442	NA	35.8	59.5	5244	273	0.9218045112781955	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:56.803563	853	802	513	342	104	19	10089429	10060529	9246874	8023168	4223930	1374938	832	121673	10083493	5647195	51.22	50.67	21988	34114	11419	24998	140	56	300	105	56	43	941238	185	0	0	145	128 + 335 part	3300775	92.904	1.293	0	3945.82	188.32	5244 + 273 part	95.27	0.68	121673	6772757	7659	26614	NA	12500	220	61	NA	139
Ec_Se_50_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	10.566328466824507	445159	444505	0.9985308620066089	10.64968696521174	102836306	NA	40.5	56.8	4847	390	0.9321822712709149	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:50:50.245119	750	713	474	330	122	20	9656275	9633813	8964977	7905524	4618129	1247354	736	106177	9652911	5317846	51.25	50.63	23035	34034	12671	27409	131	55	272	99	64	43	992986	189	0	0	99	46 + 185 part	3110341	94.14	1.307	0	4172.38	204.27	4847 + 390 part	97.3	0	53874	6538190	6039	16617	NA	9582	317	105	NA	210
Ec_Se_50_Ec2	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	10.319470438784908	453063	452972	0.9997991449312789	10.383602918438125	104661536	NA	26.4	67.6	4867	414	0.9766968744220454	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:51:54.582238	1088	790	485	333	104	22	10079501	9955773	9175025	8067651	4326749	1599680	875	185702	10018886	5277676	51.28	50.72	21650	36224	12141	27054	134	48	284	90	42	33	686771	145	0	0	115	63 + 225 part	3292023	97.391	1.309	0	4100.1	196.13	4867 + 414 part	93.92	0.68	62106	6721277	5456	17954	NA	10693	327	96	NA	190
Ec_Se_50_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	10.66047451246672	455096	454361	0.9983849561411219	10.742815229698982	105131564	NA	30.4	66.2	4817	395	0.961801070308175	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:32.278397	752	712	470	324	108	24	9786221	9763807	9096260	8002881	4500686	1649483	737	126967	9782130	5277316	51.29	50.72	23216	38185	12287	28080	125	47	265	88	61	38	1050900	191	0	0	91	44 + 167 part	3124775	96.57	1.306	0	4144.99	198.14	4817 + 395 part	96.62	0.68	55290	6655001	6136	15769	NA	10412	329	109	NA	213
Ec_Se_50_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	10.445760936880092	451382	450529	0.9981102480825553	10.52820682809529	104272508	NA	36.5	60.8	4824	389	0.9646558105107328	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:43.427570	780	741	507	342	107	21	9904109	9882781	9197143	7991696	4329810	1428587	764	135786	9900646	5256950	51.31	50.75	21037	36006	11383	26605	135	50	290	93	40	31	644012	136	0	0	106	40 + 202 part	3266736	96.587	1.307	0	4155.98	197.52	4824 + 389 part	97.3	0	47207	6631586	5350	15791	NA	9301	368	115	NA	225
Ec_Se_50_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	10.744783436701969	490848	490639	0.9995742062715953	10.818094646235757	113394143	NA	29.7	62.2	5224	645	0.9447842884739215	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:19.952894	1602	982	545	309	99	27	10481896	10229628	9118876	7470330	4209425	1761480	1158	83629	10355624	5802748	51.2	50.68	19471	35191	8914	24165	144	55	341	105	46	27	653782	153	0	0	107	48 + 200 part	3305034	93.808	1.295	0	3898.42	186.76	5224 + 645 part	91.89	3.38	82356	7046026	4344	11913	NA	6231	472	144	NA	313
Ec_Se_50_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.696155971375205	475911	475793	0.9997520544807748	10.759130179839085	109945421	NA	25.7	67.6	5010	654	0.9463659147869674	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:15.914796	1517	959	521	321	93	22	10218802	9985054	8805391	7370856	3876691	1540261	1143	146705	10114980	5647195	51.23	50.67	18923	31110	9377	22655	148	56	344	109	50	30	680520	170	0	0	103	34 + 196 part	3186712	94.063	1.304	0	3989.91	189.95	5010 + 654 part	93.24	2.03	40988	6924746	4373	11950	NA	6786	461	151	NA	306
Ec_Se_50_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	10.651212928456989	466585	466480	0.9997749606181082	10.712743713626574	107787385	NA	29.7	61.5	5000	473	0.9436206896551724	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:48.548128	1150	737	447	299	113	32	10061604	9906988	9159812	8081810	5092771	2276350	838	123086	9976264	5516497	51.18	50.53	26318	44128	12635	31163	109	43	246	80	45	25	711084	164	0	0	90	28 + 162 part	3176646	94.768	1.301	0	4032.39	195.15	5000 + 473 part	91.22	2.7	80680	6798810	5392	16607	NA	9296	329	96	NA	210
Ec_Se_50_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	10.742328136654882	473293	472217	0.997726566841259	10.838138574775684	109335272	NA	38.5	60.1	5071	411	0.9159565580618212	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:58.159476	806	758	503	317	106	27	10088012	10062552	9350703	7991590	4646312	1959972	785	138141	10082858	5647195	51.23	50.67	22627	38836	11559	27369	123	47	277	91	52	35	742353	161	0	0	99	24 + 186 part	3298528	92.387	1.3	0	4084.78	196.6	5071 + 411 part	98.65	0	55736	6778973	5181	14647	NA	8103	376	121	NA	253
Ec_Self_0_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.521989110263522	448161	448159	0.999995537318062	19.648154249060614	103533984	NA	98	0	5201	198	0.9610181559273763	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:55.510279	625	156	82	67	51	29	5269400	5105322	4930853	4835568	4591367	3797887	236	360003	5160320	5317846	50.44	50.63	105110	104404	44368	41516	14	15	31	34	4	3	207599	1	0	0	1	1 + 8 part	58993	95.816	1.001	0	8.07	0.82	5201 + 198 part	97.97	0.68	360003	5100307	105110	104404	42066	40894	14	15	31	34
Ec_Self_0_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.37865318860401	453429	453429	1	19.502751849119726	104747993	NA	98.6	0	5170	152	0.9821000184535892	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:36.977063	427	148	84	64	48	34	5370934	5263667	5108572	4969077	4729196	4210432	213	301286	5308243	5277316	50.57	50.72	107173	107173	64116	64116	15	15	30	30	4	4	314863	2	0	0	3	14 + 14 part	124288	98.031	1.002	0	3.44	0.83	5170 + 152 part	98.65	0	301286	5183810	107173	107173	64116	64116	15	15	30	30
Ec_Self_0_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.40128120993905	457003	457002	0.9999978118305569	19.52988340107035	105572886	NA	98.6	0	5165	144	0.9797010518545857	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:28.927690	499	151	85	64	47	31	5405710	5276121	5124263	4981807	4716374	4117204	217	298531	5321401	5277316	50.58	50.72	115036	115036	57509	57509	14	14	29	29	2	2	1822	0	0	0	1	20 + 14 part	139155	97.982	1.002	0	3.35	2.15	5165 + 144 part	98.65	0	298531	5182004	115036	115036	57509	57509	14	14	29	29
Ec_Self_0_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.361789268063433	453258	453258	1	19.48442828664167	104708207	NA	98.6	0	5165	126	0.9790895632864545	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:30.144287	380	148	92	72	55	34	5373943	5287331	5159129	5021390	4754326	4015335	200	301016	5322445	5256950	50.51	50.75	100772	100772	51780	53003	16	16	34	33	3	3	262998	0	0	0	4	2 + 14 part	162090	97.868	1.003	0	11.2	0.8	5165 + 126 part	98.65	0	301016	5160105	100772	100772	47468	51780	16	16	35	33
Ec_Self_0_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.762967345198412	490865	490835	0.9999388833997127	19.883185405947323	113403231	NA	98.6	0	5629	262	0.9483258209916291	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:27.879723	832	253	106	85	62	34	5703474	5514762	5191117	5042956	4708665	3733333	332	267744	5567320	5802748	50.4	50.68	96549	91632	35465	32890	20	22	45	50	4	2	11619	2	0	0	4	0 + 13 part	67833	94.525	1.003	0	10.25	0.53	5629 + 262 part	98.65	0	267744	5498799	96549	91632	35465	32890	20	22	45	50
Ec_Self_0_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.717600110181206	476090	476090	1	19.834082014538197	109990477	NA	98.6	0	5428	260	0.9503759398496241	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:47.465486	789	219	91	71	53	31	5545529	5351843	5071155	4928253	4665144	3884392	310	244460	5413501	5647195	50.4	50.67	115454	114881	46926	35843	17	18	35	40	3	3	25364	0	0	0	5	1 + 10 part	57330	94.575	1.003	0	14.42	0.94	5428 + 260 part	98.65	0	244460	5355899	115454	114881	46926	35843	17	18	35	40
Ec_Self_0_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.715384568618482	466763	466763	1	19.830804235466516	107830236	NA	98.6	0	5263	211	0.9437931034482758	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:00.471823	579	155	73	52	44	32	5437512	5288772	5101735	4951854	4820222	4397365	229	313944	5340597	5516497	50.28	50.53	142894	140348	80828	72562	13	14	27	28	3	3	22110	0	0	0	2	0 + 6 part	85984	95.078	1.002	0	7.21	0.57	5263 + 211 part	98.65	0	313944	5254518	142894	140348	80828	72562	13	14	27	28
Ec_Self_0_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.72164150743383	477354	477354	1	19.830819334070114	110281685	NA	98.6	0	5448	256	0.9530492898913951	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:08.094378	794	220	95	71	52	32	5561126	5367061	5097206	4920447	4623749	3919424	315	296483	5430820	5647195	50.4	50.67	115574	114042	46638	35626	17	18	36	40	6	6	446548	0	0	0	3	1 + 10 part	67351	94.697	1.003	0	14.49	3.12	5448 + 256 part	98.65	0	244192	5362507	113412	104254	44066	35626	18	19	38	42
Ec_Self_10_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.542740896995245	448267	448264	0.9999933075600033	19.66490259434464	103559782	NA	98	0	5199	191	0.9594161623353507	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:56:08.682508	621	164	89	73	56	31	5266224	5105907	4932155	4831931	4574704	3659718	243	360003	5160894	5317846	50.44	50.63	90255	89226	41541	41156	16	17	36	39	5	4	212970	1	0	0	1	1 + 8 part	58993	95.782	1.002	0	8.19	0.82	5199 + 191 part	97.97	0.68	360003	5101058	90255	89226	41313	39967	16	17	37	39
