strain	depth_x	Number.of.scaffolds	Total.scaffold.length	Average.scaffold.length	Scaffold.N50	Scaffold.auN	Scaffold.L50	Largest.scaffold	Smallest.scaffold	Number.of.contigs	Total.contig.length	Average.contig.length	Contig.N50	Contig.auN	Contig.L50	Largest.contig	Smallest.contig	Number.of.gaps.in.scaffolds	Total.gap.length.in.scaffolds	Average.gap.length.in.scaffolds	Gap.N50.in.scaffolds	Gap.auN.in.scaffolds	Gap.L50.in.scaffolds	Largest.gap.in.scaffolds	Smallest.gap.in.scaffolds	Base.composition..A.C.G.T.	GC.content..	Number.of.soft.masked.bases	Number.of.segments	Total.segment.length	Average.segment.length	Number.of.gaps	Number.of.paths	Number.of.edges	Average.degree	Number.of.connected.components	Largest.connected.component.length	Number.of.dead.ends	Number.of.disconnected.components	Total.length.disconnected.components	Number.of.separated.components	Number.of.bubbles	Number.of.circular.segments	Number.of.circular.paths	depth	depth_category
24-SA02310-0	10x	4	5186863	1296715.75	4979020	4783470.85	1	4979020	5310	4	5186863	1296715.75	4979020	4783470.85	1	4979020	5310	0	0	0	0	0	0	0	0	1241734:1355228:1350108:1239793	52.16	0	4	5186863	1296715.75	0	4	7	1.75	4	4979020	0	0	0	4	0	4	4	10	10
24-SA02310-0	150x	4	5192066	1298016.5	4978887	4778439.4	1	4978887	10620	4	5192066	1298016.5	4978887	4778439.4	1	4978887	10620	0	0	0	0	0	0	0	0	1240913:1351926:1356038:1243189	52.16	0	4	5192066	1298016.5	0	4	7	1.75	4	4978887	0	0	0	4	0	4	4	150	>30
24-SA02310-0	200x	6	5194547	865757.83	4978890	4776160.94	1	4978890	1079	6	5194547	865757.83	4978890	4776160.94	1	4978890	1079	0	0	0	0	0	0	0	0	1241840:1352900:1356183:1243624	52.15	0	6	5194547	865757.83	0	6	7	1.17	4	4978890	4	2	2547	6	0	4	4	200	>30
24-SA02310-0	20x	4	5202401	1300600.25	4978903	4769038.24	1	4978903	20994	4	5202401	1300600.25	4978903	4769038.24	1	4978903	20994	0	0	0	0	0	0	0	0	1245782:1356032:1357240:1243347	52.15	0	4	5202401	1300600.25	0	4	7	1.75	4	4978903	0	0	0	4	0	4	4	20	20
24-SA02310-0	30x	6	5190735	865122.5	4979043	4779946.68	1	4979043	2079	6	5190735	865122.5	4979043	4779946.68	1	4979043	2079	0	0	0	0	0	0	0	0	1242576:1353508:1353571:1241080	52.15	0	6	5190735	865122.5	0	6	8	1.33	4	4979043	4	2	6418	6	0	4	4	30	30
24-SA02310-0	40x	6	5200465	866744.17	4978887	4770748.23	1	4978887	1594	6	5200465	866744.17	4978887	4770748.23	1	4978887	1594	0	0	0	0	0	0	0	0	1245071:1358962:1353135:1243297	52.15	0	6	5200465	866744.17	0	6	7	1.17	4	4978887	4	2	3191	6	0	4	4	40	>30
24-SA02310-0	50x	5	5194422	1038884.4	4978888	4776270.29	1	4978888	5310	5	5194422	1038884.4	4978888	4776270.29	1	4978888	5310	0	0	0	0	0	0	0	0	1243431:1356306:1353295:1241390	52.16	0	5	5194422	1038884.4	0	5	7	1.4	4	4978888	2	1	7630	5	0	4	4	50	>30
24-SA02310-0	60x	7	5207696	743956.57	4978889	4764113.42	1	4978889	5213	7	5207696	743956.57	4978889	4764113.42	1	4978889	5213	0	0	0	0	0	0	0	0	1247043:1358243:1357855:1244555	52.16	0	7	5207696	743956.57	0	7	7	1	4	4978889	6	3	20964	7	0	4	4	60	>30
24-SA02310-0	70x	4	5186700	1296675	4978890	4783370.26	1	4978890	5310	4	5186700	1296675	4978890	4783370.26	1	4978890	5310	0	0	0	0	0	0	0	0	1239668:1352712:1352506:1241814	52.16	0	4	5186700	1296675	0	4	7	1.75	4	4978890	0	0	0	4	0	4	4	70	>30
24-SA02310-0	80x	5	5194412	1038882.4	4978889	4776280.95	1	4978889	5310	5	5194412	1038882.4	4978889	4776280.95	1	4978889	5310	0	0	0	0	0	0	0	0	1243447:1355091:1354507:1241367	52.16	0	5	5194412	1038882.4	0	5	7	1.4	4	4978889	2	1	7630	5	0	4	4	80	>30
24-SA02310-0	90x	4	5192089	1298022.25	4978888	4778420.94	1	4978888	10621	4	5192089	1298022.25	4978888	4778420.94	1	4978888	10621	0	0	0	0	0	0	0	0	1241198:1354695:1353277:1242919	52.16	0	4	5192089	1298022.25	0	4	7	1.75	4	4978888	0	0	0	4	0	4	4	90	>30
24-SA02348-0	100x	1	4709675	4709675	4709675	4709675	1	4709675	4709675	1	4709675	4709675	4709675	4709675	1	4709675	4709675	0	0	0	0	0	0	0	0	1125641:1228903:1231876:1123255	52.25	0	1	4709675	4709675	0	1	2	2	1	4709675	0	0	0	1	0	1	1	100	>30
24-SA02348-0	10x	1	4709472	4709472	4709472	4709472	1	4709472	4709472	1	4709472	4709472	4709472	4709472	1	4709472	4709472	0	0	0	0	0	0	0	0	1125561:1228888:1231844:1123179	52.25	0	1	4709472	4709472	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02348-0	150x	1	4709675	4709675	4709675	4709675	1	4709675	4709675	1	4709675	4709675	4709675	4709675	1	4709675	4709675	0	0	0	0	0	0	0	0	1125641:1228903:1231876:1123255	52.25	0	1	4709675	4709675	0	1	2	2	1	4709675	0	0	0	1	0	1	1	150	>30
24-SA02348-0	200x	1	4709674	4709674	4709674	4709674	1	4709674	4709674	1	4709674	4709674	4709674	4709674	1	4709674	4709674	0	0	0	0	0	0	0	0	1123254:1231876:1228903:1125641	52.25	0	1	4709674	4709674	0	1	2	2	1	4709674	0	0	0	1	0	1	1	200	>30
24-SA02348-0	20x	1	4709685	4709685	4709685	4709685	1	4709685	4709685	1	4709685	4709685	4709685	4709685	1	4709685	4709685	0	0	0	0	0	0	0	0	1125647:1228904:1231876:1123258	52.25	0	1	4709685	4709685	0	1	2	2	1	4709685	0	0	0	1	0	1	1	20	20
24-SA02348-0	30x	1	4709677	4709677	4709677	4709677	1	4709677	4709677	1	4709677	4709677	4709677	4709677	1	4709677	4709677	0	0	0	0	0	0	0	0	1123256:1231876:1228903:1125642	52.25	0	1	4709677	4709677	0	1	2	2	1	4709677	0	0	0	1	0	1	1	30	30
24-SA02348-0	40x	1	4709677	4709677	4709677	4709677	1	4709677	4709677	1	4709677	4709677	4709677	4709677	1	4709677	4709677	0	0	0	0	0	0	0	0	1125641:1228904:1231877:1123255	52.25	0	1	4709677	4709677	0	1	2	2	1	4709677	0	0	0	1	0	1	1	40	>30
24-SA02348-0	50x	1	4709679	4709679	4709679	4709679	1	4709679	4709679	1	4709679	4709679	4709679	4709679	1	4709679	4709679	0	0	0	0	0	0	0	0	1125642:1228904:1231877:1123256	52.25	0	1	4709679	4709679	0	1	2	2	1	4709679	0	0	0	1	0	1	1	50	>30
24-SA02348-0	60x	1	4709677	4709677	4709677	4709677	1	4709677	4709677	1	4709677	4709677	4709677	4709677	1	4709677	4709677	0	0	0	0	0	0	0	0	1123255:1231876:1228904:1125642	52.25	0	1	4709677	4709677	0	1	2	2	1	4709677	0	0	0	1	0	1	1	60	>30
24-SA02348-0	70x	1	4709677	4709677	4709677	4709677	1	4709677	4709677	1	4709677	4709677	4709677	4709677	1	4709677	4709677	0	0	0	0	0	0	0	0	1123256:1231876:1228904:1125641	52.25	0	1	4709677	4709677	0	1	2	2	1	4709677	0	0	0	1	0	1	1	70	>30
24-SA02348-0	80x	1	4709675	4709675	4709675	4709675	1	4709675	4709675	1	4709675	4709675	4709675	4709675	1	4709675	4709675	0	0	0	0	0	0	0	0	1123254:1231876:1228904:1125641	52.25	0	1	4709675	4709675	0	1	2	2	1	4709675	0	0	0	1	0	1	1	80	>30
24-SA02348-0	90x	1	4709677	4709677	4709677	4709677	1	4709677	4709677	1	4709677	4709677	4709677	4709677	1	4709677	4709677	0	0	0	0	0	0	0	0	1125641:1228904:1231876:1123256	52.25	0	1	4709677	4709677	0	1	2	2	1	4709677	0	0	0	1	0	1	1	90	>30
24-SA02403-0	100x	3	4812684	1604228	4745748	4680316.06	1	4745748	17376	3	4812684	1604228	4745748	4680316.06	1	4745748	17376	0	0	0	0	0	0	0	0	1151121:1254994:1257386:1149183	52.2	0	3	4812684	1604228	0	3	4	1.33	3	4745748	0	0	0	3	0	3	3	100	>30
24-SA02403-0	10x	9	4809121	534346.78	2952804	2009469.85	1	2952804	4479	9	4809121	534346.78	2952804	2009469.85	1	2952804	4479	0	0	0	0	0	0	0	0	1149362:1254818:1256128:1148813	52.21	0	9	4809121	534346.78	0	9	4	0.44	3	3367574	11	4	1374609	7	0	2	2	10	10
24-SA02403-0	150x	3	4821373	1607124.33	4745748	4671959.55	1	4745748	26066	3	4821373	1607124.33	4745748	4671959.55	1	4745748	26066	0	0	0	0	0	0	0	0	1152855:1257102:1260577:1150839	52.22	0	3	4821373	1607124.33	0	3	4	1.33	3	4745748	0	0	0	3	0	3	3	150	>30
24-SA02403-0	200x	3	4812686	1604228.67	4745748	4680314.13	1	4745748	17378	3	4812686	1604228.67	4745748	4680314.13	1	4745748	17378	0	0	0	0	0	0	0	0	1150870:1255073:1257310:1149433	52.2	0	3	4812686	1604228.67	0	3	4	1.33	3	4745748	0	0	0	3	0	3	3	200	>30
24-SA02403-0	20x	3	4812693	1604231	4745757	4680325.05	1	4745757	17376	3	4812693	1604231	4745757	4680325.05	1	4745757	17376	0	0	0	0	0	0	0	0	1149462:1257829:1254554:1150848	52.2	0	3	4812693	1604231	0	3	4	1.33	3	4745757	0	0	0	3	0	3	3	20	20
24-SA02403-0	30x	3	4803999	1601333	4745749	4688732.33	1	4745749	8688	3	4803999	1601333	4745749	4688732.33	1	4745749	8688	0	0	0	0	0	0	0	0	1147574:1255243:1251844:1149338	52.19	0	3	4803999	1601333	0	3	4	1.33	3	4745749	0	0	0	3	0	3	3	30	30
24-SA02403-0	40x	3	4803997	1601332.33	4745748	4688732.29	1	4745748	8688	3	4803997	1601332.33	4745748	4688732.29	1	4745748	8688	0	0	0	0	0	0	0	0	1149362:1252368:1254719:1147548	52.19	0	3	4803997	1601332.33	0	3	4	1.33	3	4745748	0	0	0	3	0	3	3	40	>30
24-SA02403-0	50x	3	4812687	1604229	4745750	4680317.1	1	4745750	17376	3	4812687	1604229	4745750	4680317.1	1	4745750	17376	0	0	0	0	0	0	0	0	1149457:1257831:1254553:1150846	52.2	0	3	4812687	1604229	0	3	4	1.33	3	4745750	0	0	0	3	0	3	3	50	>30
24-SA02403-0	60x	3	4812686	1604228.67	4745750	4680318.06	1	4745750	17376	3	4812686	1604228.67	4745750	4680318.06	1	4745750	17376	0	0	0	0	0	0	0	0	1151121:1254997:1257385:1149183	52.2	0	3	4812686	1604228.67	0	3	4	1.33	3	4745750	0	0	0	3	0	3	3	60	>30
24-SA02403-0	70x	3	4821371	1607123.67	4745749	4671965.3	1	4745749	25872	3	4821371	1607123.67	4745749	4671965.3	1	4745749	25872	0	0	0	0	0	0	0	0	1151196:1260442:1257282:1152451	52.22	0	3	4821371	1607123.67	0	3	5	1.67	3	4745749	0	0	0	3	0	3	3	70	>30
24-SA02403-0	80x	3	4812686	1604228.67	4745750	4680318.04	1	4745750	17377	3	4812686	1604228.67	4745750	4680318.04	1	4745750	17377	0	0	0	0	0	0	0	0	1149457:1257830:1254552:1150847	52.2	0	3	4812686	1604228.67	0	3	4	1.33	3	4745750	0	0	0	3	0	3	3	80	>30
24-SA02403-0	90x	3	4821374	1607124.67	4745749	4671960.56	1	4745749	26064	3	4821374	1607124.67	4745749	4671960.56	1	4745749	26064	0	0	0	0	0	0	0	0	1150816:1260053:1257624:1152881	52.22	0	3	4821374	1607124.67	0	3	4	1.33	3	4745749	0	0	0	3	0	3	3	90	>30
24-SA02408-0	100x	7	4939892	705698.86	4757668	4585387.04	1	4757668	1904	7	4939892	705698.86	4757668	4585387.04	1	4757668	1904	0	0	0	0	0	0	0	0	1181423:1288670:1286277:1183522	52.13	0	7	4939892	705698.86	0	7	6	0.86	4	4757668	6	3	10621	7	0	4	4	100	>30
24-SA02408-0	10x	9	4926365	547373.89	4230475	3678897.66	1	4230475	1908	9	4926365	547373.89	4230475	3678897.66	1	4230475	1908	0	0	0	0	0	0	0	0	1178470:1283849:1284105:1179941	52.13	0	9	4926365	547373.89	0	9	6	0.67	5	4685847	7	3	62276	8	0	5	5	10	10
24-SA02408-0	150x	6	5040360	840060	4757668	4498457.27	1	4757668	1908	8	5040360	630045	4757668	4496552.24	1	4757668	1908	0	0	0	0	0	0	0	0	1203875:1314830:1312368:1209287	52.12	0	7	4923434	703347.71	0	6	7	1	3	4757668	4	2	3816	5	2	2	2	150	>30
24-SA02408-0	20x	8	4922606	615325.75	4757666	4600112.51	1	4757666	1689	8	4922606	615325.75	4757666	4600112.51	1	4757666	1689	0	0	0	0	0	0	0	0	1176982:1282953:1283021:1179650	52.13	0	8	4922606	615325.75	0	8	11	1.38	4	4757666	0	0	0	4	3	2	2	20	20
24-SA02408-0	30x	6	4928839	821473.17	4757670	4595549.36	1	4757670	2117	6	4928839	821473.17	4757670	4595549.36	1	4757670	2117	0	0	0	0	0	0	0	0	1179429:1284979:1284325:1180106	52.13	0	6	4928839	821473.17	0	6	8	1.33	4	4757670	0	0	0	4	2	3	3	30	30
24-SA02408-0	40x	6	4928559	821426.5	4757669	4595807.26	1	4757669	2122	6	4928559	821426.5	4757669	4595807.26	1	4757669	2122	0	0	0	0	0	0	0	0	1178309:1286191:1282922:1181137	52.13	0	6	4928559	821426.5	0	6	8	1.33	4	4757669	0	0	0	4	2	3	3	40	>30
24-SA02408-0	50x	7	4933989	704855.57	4757668	4590852.68	1	4757668	1904	10	4933989	493398.9	4757668	4590743.33	1	4757668	1693	0	0	0	0	0	0	0	0	1182312:1285867:1285938:1179872	52.12	0	9	4932296	548032.89	0	7	9	1	4	4757668	6	3	8022	7	2	3	3	50	>30
24-SA02408-0	60x	6	5095235	849205.83	4879281	4676554.13	1	4879281	2626	8	5095235	636904.38	4757668	4449302.73	1	4757668	2626	0	0	0	0	0	0	0	0	1222406:1327075:1325840:1219914	52.07	0	7	4976618	710945.43	0	6	6	0.86	3	4879281	4	2	7112	5	0	4	3	60	>30
24-SA02408-0	70x	6	5046722	841120.33	4879281	4720511.82	1	4879281	1904	8	5046722	630840.25	4757668	4491075.9	1	4757668	1904	0	0	0	0	0	0	0	0	1208911:1313716:1316763:1207332	52.12	0	7	4928105	704015	0	6	7	1	3	4879281	4	2	3808	5	0	4	3	70	>30
24-SA02408-0	80x	6	4924303	820717.17	4757669	4598643.13	1	4757669	3001	6	4924303	820717.17	4757669	4598643.13	1	4757669	3001	0	0	0	0	0	0	0	0	1176445:1284769:1282140:1180949	52.13	0	6	4924303	820717.17	0	6	8	1.33	4	4757669	0	0	0	4	1	3	3	80	>30
24-SA02408-0	90x	11	4928952	448086.55	4757668	4594109.06	1	4757668	1693	11	4928952	448086.55	4757668	4594109.06	1	4757668	1693	0	0	0	0	0	0	0	0	1180167:1284540:1284524:1179721	52.12	0	11	4928952	448086.55	0	11	13	1.18	4	4757668	4	2	3808	6	8	2	2	90	>30
24-SA02409-0	100x	3	4744351	1581450.33	4679761	4616799.07	1	4679761	5218	3	4744351	1581450.33	4679761	4616799.07	1	4679761	5218	0	0	0	0	0	0	0	0	1133328:1235737:1239461:1135825	52.17	0	3	4744351	1581450.33	0	3	4	1.33	3	4679761	0	0	0	3	0	3	3	100	>30
24-SA02409-0	10x	3	4756989	1585663	4682371	4609717.78	1	4682371	15008	3	4756989	1585663	4682371	4609717.78	1	4682371	15008	0	0	0	0	0	0	0	0	1137450:1239126:1241753:1138660	52.15	0	3	4756989	1585663	0	3	2	0.67	2	59610	2	1	4682371	3	0	2	2	10	10
24-SA02409-0	150x	3	4749565	1583188.33	4679757	4611740.13	1	4679757	10436	3	4749565	1583188.33	4679757	4611740.13	1	4679757	10436	0	0	0	0	0	0	0	0	1134296:1237097:1240729:1137443	52.17	0	3	4749565	1583188.33	0	3	4	1.33	3	4679757	0	0	0	3	0	3	3	150	>30
24-SA02409-0	20x	3	4744359	1581453	4679769	4616807.07	1	4679769	5218	3	4744359	1581453	4679769	4616807.07	1	4679769	5218	0	0	0	0	0	0	0	0	1135869:1239217:1235979:1133294	52.17	0	3	4744359	1581453	0	3	4	1.33	3	4679769	0	0	0	3	0	3	3	20	20
24-SA02409-0	30x	3	4749568	1583189.33	4679759	4611741.17	1	4679759	10437	3	4749568	1583189.33	4679759	4611741.17	1	4679759	10437	0	0	0	0	0	0	0	0	1134299:1237097:1240729:1137443	52.17	0	3	4749568	1583189.33	0	3	4	1.33	3	4679759	0	0	0	3	0	3	3	30	30
24-SA02409-0	40x	3	4749546	1583182	4679761	4611766.34	1	4679761	10414	3	4749546	1583182	4679761	4611766.34	1	4679761	10414	0	0	0	0	0	0	0	0	1137403:1240969:1236849:1134325	52.17	0	3	4749546	1583182	0	3	5	1.67	3	4679761	0	0	0	3	0	3	3	40	>30
24-SA02409-0	50x	3	4754366	1584788.67	4679762	4607118.89	1	4679762	15232	3	4754366	1584788.67	4679762	4607118.89	1	4679762	15232	0	0	0	0	0	0	0	0	1135950:1238428:1241868:1138120	52.17	0	3	4754366	1584788.67	0	3	4	1.33	3	4679762	0	0	0	3	0	3	3	50	>30
24-SA02409-0	60x	3	4754739	1584913	4679761	4606757.8	1	4679761	15613	3	4754739	1584913	4679761	4606757.8	1	4679761	15613	0	0	0	0	0	0	0	0	1135517:1238095:1242344:1138783	52.17	0	3	4754739	1584913	0	3	5	1.67	3	4679761	0	0	0	3	0	3	3	60	>30
24-SA02409-0	70x	3	4749567	1583189	4679759	4611742.13	1	4679759	10436	3	4749567	1583189	4679759	4611742.13	1	4679759	10436	0	0	0	0	0	0	0	0	1134717:1237117:1240710:1137023	52.17	0	3	4749567	1583189	0	3	4	1.33	3	4679759	0	0	0	3	0	3	3	70	>30
24-SA02409-0	80x	3	4808908	1602969.33	4679759	4557031.66	1	4679759	10436	3	4808908	1602969.33	4679759	4557031.66	1	4679759	10436	0	0	0	0	0	0	0	0	1148588:1252190:1256520:1151610	52.17	0	3	4808908	1602969.33	0	3	4	1.33	3	4679759	0	0	0	3	0	3	3	80	>30
24-SA02409-0	90x	3	4812938	1604312.67	4679761	4553228.82	1	4679761	14738	3	4812938	1604312.67	4679761	4553228.82	1	4679761	14738	0	0	0	0	0	0	0	0	1152226:1257153:1253426:1150133	52.16	0	3	4812938	1604312.67	0	3	4	1.33	3	4679761	0	0	0	3	0	3	3	90	>30
24-SA02412-0	100x	1	4997873	4997873	4997873	4997873	1	4997873	4997873	1	4997873	4997873	4997873	4997873	1	4997873	4997873	0	0	0	0	0	0	0	0	1193585:1300716:1304709:1198863	52.13	0	1	4997873	4997873	0	1	2	2	1	4997873	0	0	0	1	0	1	1	100	>30
24-SA02412-0	10x	9	5001736	555748.44	932002	1190371.86	2	2088582	31661	13	5001736	384748.92	925752	1181709.93	2	2082332	6250	0	0	0	0	0	0	0	0	1193351:1267748:1337753:1202884	52.09	0	10	4982986	498298.6	0	9	4	0.4	1	3472225	14	5	1510761	6	0	0	0	10	10
24-SA02412-0	150x	1	4997874	4997874	4997874	4997874	1	4997874	4997874	1	4997874	4997874	4997874	4997874	1	4997874	4997874	0	0	0	0	0	0	0	0	1198863:1304709:1300717:1193585	52.13	0	1	4997874	4997874	0	1	2	2	1	4997874	0	0	0	1	0	1	1	150	>30
24-SA02412-0	200x	1	4997873	4997873	4997873	4997873	1	4997873	4997873	1	4997873	4997873	4997873	4997873	1	4997873	4997873	0	0	0	0	0	0	0	0	1193585:1300716:1304709:1198863	52.13	0	1	4997873	4997873	0	1	2	2	1	4997873	0	0	0	1	0	1	1	200	>30
24-SA02412-0	20x	1	4997896	4997896	4997896	4997896	1	4997896	4997896	1	4997896	4997896	4997896	4997896	1	4997896	4997896	0	0	0	0	0	0	0	0	1193595:1300721:1304713:1198867	52.13	0	1	4997896	4997896	0	1	2	2	1	4997896	0	0	0	1	0	1	1	20	20
24-SA02412-0	30x	3	5002137	1667379	4997872	4993612.45	1	4997872	2119	3	5002137	1667379	4997872	4993612.45	1	4997872	2119	0	0	0	0	0	0	0	0	1200279:1305410:1301493:1194955	52.12	0	3	5002137	1667379	0	3	2	0.67	1	4997872	4	2	4265	3	0	1	1	30	30
24-SA02412-0	40x	1	4997491	4997491	4997491	4997491	1	4997491	4997491	1	4997491	4997491	4997491	4997491	1	4997491	4997491	0	0	0	0	0	0	0	0	1193466:1300641:1304626:1198758	52.13	0	1	4997491	4997491	0	1	2	2	1	4997491	0	0	0	1	0	1	1	40	>30
24-SA02412-0	50x	1	4997869	4997869	4997869	4997869	1	4997869	4997869	1	4997869	4997869	4997869	4997869	1	4997869	4997869	0	0	0	0	0	0	0	0	1193584:1300713:1304709:1198863	52.13	0	1	4997869	4997869	0	1	2	2	1	4997869	0	0	0	1	0	1	1	50	>30
24-SA02412-0	60x	3	5059563	1686521	4994033	4930097.68	1	4994033	4242	3	5059563	1686521	4994033	4930097.68	1	4994033	4242	0	0	0	0	0	0	0	0	1208926:1315634:1321492:1213511	52.12	0	3	5059563	1686521	0	3	2	0.67	1	4994033	4	2	65530	3	0	1	1	60	>30
24-SA02412-0	70x	1	4997873	4997873	4997873	4997873	1	4997873	4997873	1	4997873	4997873	4997873	4997873	1	4997873	4997873	0	0	0	0	0	0	0	0	1198863:1304709:1300717:1193584	52.13	0	1	4997873	4997873	0	1	2	2	1	4997873	0	0	0	1	0	1	1	70	>30
24-SA02412-0	80x	1	4997871	4997871	4997871	4997871	1	4997871	4997871	1	4997871	4997871	4997871	4997871	1	4997871	4997871	0	0	0	0	0	0	0	0	1193584:1300715:1304709:1198863	52.13	0	1	4997871	4997871	0	1	2	2	1	4997871	0	0	0	1	0	1	1	80	>30
24-SA02412-0	90x	1	4997873	4997873	4997873	4997873	1	4997873	4997873	1	4997873	4997873	4997873	4997873	1	4997873	4997873	0	0	0	0	0	0	0	0	1193584:1300715:1304710:1198864	52.13	0	1	4997873	4997873	0	1	2	2	1	4997873	0	0	0	1	0	1	1	90	>30
24-SA02418-0	100x	1	4743250	4743250	4743250	4743250	1	4743250	4743250	1	4743250	4743250	4743250	4743250	1	4743250	4743250	0	0	0	0	0	0	0	0	1134658:1236529:1236969:1135094	52.15	0	1	4743250	4743250	0	1	2	2	1	4743250	0	0	0	1	0	1	1	100	>30
24-SA02418-0	10x	4	4746531	1186632.75	3445016	2684244.69	1	3445016	4006	4	4746531	1186632.75	3445016	2684244.69	1	3445016	4006	0	0	0	0	0	0	0	0	1135741:1238098:1237302:1135390	52.15	0	4	4746531	1186632.75	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02418-0	150x	1	4743248	4743248	4743248	4743248	1	4743248	4743248	1	4743248	4743248	4743248	4743248	1	4743248	4743248	0	0	0	0	0	0	0	0	1134658:1236527:1236969:1135094	52.15	0	1	4743248	4743248	0	1	2	2	1	4743248	0	0	0	1	0	1	1	150	>30
24-SA02418-0	200x	1	4743248	4743248	4743248	4743248	1	4743248	4743248	1	4743248	4743248	4743248	4743248	1	4743248	4743248	0	0	0	0	0	0	0	0	1134658:1236528:1236969:1135093	52.15	0	1	4743248	4743248	0	1	2	2	1	4743248	0	0	0	1	0	1	1	200	>30
24-SA02418-0	20x	1	4743261	4743261	4743261	4743261	1	4743261	4743261	1	4743261	4743261	4743261	4743261	1	4743261	4743261	0	0	0	0	0	0	0	0	1135097:1236972:1236531:1134661	52.15	0	1	4743261	4743261	0	1	2	2	1	4743261	0	0	0	1	0	1	1	20	20
24-SA02418-0	30x	1	4743250	4743250	4743250	4743250	1	4743250	4743250	1	4743250	4743250	4743250	4743250	1	4743250	4743250	0	0	0	0	0	0	0	0	1135094:1236969:1236528:1134659	52.15	0	1	4743250	4743250	0	1	2	2	1	4743250	0	0	0	1	0	1	1	30	30
24-SA02418-0	40x	1	4743251	4743251	4743251	4743251	1	4743251	4743251	1	4743251	4743251	4743251	4743251	1	4743251	4743251	0	0	0	0	0	0	0	0	1134658:1236530:1236970:1135093	52.15	0	1	4743251	4743251	0	1	2	2	1	4743251	0	0	0	1	0	1	1	40	>30
24-SA02418-0	50x	1	4743251	4743251	4743251	4743251	1	4743251	4743251	1	4743251	4743251	4743251	4743251	1	4743251	4743251	0	0	0	0	0	0	0	0	1134659:1236528:1236968:1135096	52.15	0	1	4743251	4743251	0	1	2	2	1	4743251	0	0	0	1	0	1	1	50	>30
24-SA02418-0	60x	1	4743249	4743249	4743249	4743249	1	4743249	4743249	1	4743249	4743249	4743249	4743249	1	4743249	4743249	0	0	0	0	0	0	0	0	1135094:1236969:1236528:1134658	52.15	0	1	4743249	4743249	0	1	2	2	1	4743249	0	0	0	1	0	1	1	60	>30
24-SA02418-0	70x	1	4743251	4743251	4743251	4743251	1	4743251	4743251	1	4743251	4743251	4743251	4743251	1	4743251	4743251	0	0	0	0	0	0	0	0	1135095:1236969:1236528:1134659	52.15	0	1	4743251	4743251	0	1	2	2	1	4743251	0	0	0	1	0	1	1	70	>30
24-SA02418-0	80x	1	4743250	4743250	4743250	4743250	1	4743250	4743250	1	4743250	4743250	4743250	4743250	1	4743250	4743250	0	0	0	0	0	0	0	0	1135094:1236969:1236529:1134658	52.15	0	1	4743250	4743250	0	1	2	2	1	4743250	0	0	0	1	0	1	1	80	>30
24-SA02418-0	90x	1	4743250	4743250	4743250	4743250	1	4743250	4743250	1	4743250	4743250	4743250	4743250	1	4743250	4743250	0	0	0	0	0	0	0	0	1134658:1236527:1236970:1135095	52.15	0	1	4743250	4743250	0	1	2	2	1	4743250	0	0	0	1	0	1	1	90	>30
24-SA02425-1	100x	6	4950991	825165.17	4708531	4483981.57	1	4708531	3047	6	4950991	825165.17	4708531	4483981.57	1	4708531	3047	0	0	0	0	0	0	0	0	1184703:1290111:1285711:1190466	52.03	0	6	4950991	825165.17	0	6	8	1.33	6	4708531	0	0	0	6	0	6	6	100	>30
24-SA02425-1	10x	10	4938224	493822.4	1315460	1217298.55	2	1500483	3047	10	4938224	493822.4	1315460	1217298.55	2	1500483	3047	0	0	0	0	0	0	0	0	1184612:1269900:1302633:1181079	52.09	0	10	4938224	493822.4	0	10	5	0.5	5	155455	10	5	4718935	10	0	5	5	10	10
24-SA02425-1	150x	6	4954043	825673.83	4708530	4481223.1	1	4708530	3282	6	4954043	825673.83	4708530	4481223.1	1	4708530	3282	0	0	0	0	0	0	0	0	1187979:1288996:1288195:1188873	52.02	0	6	4954043	825673.83	0	6	7	1.17	6	4708530	0	0	0	6	0	6	6	150	>30
24-SA02425-1	200x	6	4916327	819387.83	4708530	4514711.63	1	4708530	3282	6	4916327	819387.83	4708530	4514711.63	1	4708530	3282	0	0	0	0	0	0	0	0	1177000:1280267:1281334:1177726	52.1	0	6	4916327	819387.83	0	6	7	1.17	6	4708530	0	0	0	6	0	6	6	200	>30
24-SA02425-1	20x	6	4918640	819773.33	4708542	4512647.18	1	4708542	3047	6	4918640	819773.33	4708542	4512647.18	1	4708542	3047	0	0	0	0	0	0	0	0	1175219:1283510:1279235:1180676	52.1	0	6	4918640	819773.33	0	6	7	1.17	6	4708542	0	0	0	6	0	6	6	20	20
24-SA02425-1	30x	5	4930839	986167.8	4708535	4501529.77	1	4708535	13086	5	4930839	986167.8	4708535	4501529.77	1	4708535	13086	0	0	0	0	0	0	0	0	1184201:1282524:1285918:1178196	52.09	0	5	4930839	986167.8	0	5	6	1.2	5	4708535	0	0	0	5	0	5	5	30	30
24-SA02425-1	40x	7	4929324	704189.14	4708530	4502873.83	1	4708530	3047	7	4929324	704189.14	4708530	4502873.83	1	4708530	3047	0	0	0	0	0	0	0	0	1181451:1284400:1283740:1179733	52.1	0	7	4929324	704189.14	0	7	8	1.14	7	4708530	0	0	0	7	0	7	7	40	>30
